# TestSimulation (Up to date)
# 636 data points written for 58 variables.
#
# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
25.393,242.065,242.065,-4.182,4.643,0.003,0.208,-4.714,0.008,4.714,270.098,2.017,0.208,28.61,-80.6,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.791,0,23.959,-9.584,0,0,0.592,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.106,90,13.427,984.86,0.001,339.435,0.012,1.181e5,2.5,4.909,0.214,0.317,6.109e-4
25.606,241.172,241.172,-4.181,4.662,-4.71e-4,0.133,-5.149,0.008,5.149,270.089,2.061,0.133,28.61,-80.6,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.791,0,23.959,-9.584,0,0,0.592,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.005,90,13.432,984.965,0.001,339.439,0.012,1.181e5,2.5,4.909,0.214,0.317,6.14e-4
25.82,240.279,240.279,-4.181,4.649,0.006,0.352,-5.586,0.008,5.586,270.082,2.033,0.352,28.61,-80.6,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.791,0,23.959,-9.584,0,0,0.593,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.883,90,13.438,985.069,0.001,339.442,0.012,1.181e5,2.5,4.909,0.214,0.317,6.12e-4
26.033,239.386,239.386,-4.18,4.616,-0.002,0.276,-6.012,0.008,6.012,270.076,1.958,0.276,28.61,-80.6,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.791,0,23.959,-9.584,0,0,0.592,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.84,90,13.444,985.174,0.001,339.446,0.012,1.181e5,2.5,4.909,0.214,0.317,6.066e-4
26.247,238.493,238.493,-4.18,4.591,0.014,0.585,-6.424,0.008,6.424,270.071,1.899,0.585,28.61,-80.6,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.791,0,23.959,-9.584,0,0,0.594,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.149,90,13.45,985.279,0.001,339.449,0.012,1.183e5,2.5,4.909,0.214,0.317,6.026e-4
26.46,237.601,237.601,-4.177,4.642,-0.01,0.366,-6.843,0.008,6.843,270.067,2.024,0.366,28.61,-80.6,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.791,0,23.959,-9.584,0,0,0.592,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.18,90,13.456,985.383,0.001,339.453,0.012,1.18e5,2.5,4.909,0.214,0.317,6.109e-4
26.674,236.708,236.708,-4.179,4.678,0.004,0.453,-7.284,0.008,7.284,270.063,2.102,0.453,28.61,-80.6,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.791,0,23.959,-9.584,0,0,0.593,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.909,90,13.461,985.488,0.001,339.457,0.012,1.182e5,2.5,4.909,0.214,0.317,6.167e-4
26.888,235.816,235.816,-4.179,4.635,0.003,0.488,-7.722,0.008,7.722,270.059,2.005,0.488,28.61,-80.6,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.791,0,23.959,-9.584,0,0,0.593,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.214,90,13.467,985.593,0.001,339.46,0.012,1.182e5,2.5,4.909,0.214,0.317,6.097e-4
27.101,234.923,234.923,-4.178,4.68,-0.01,0.151,-8.162,0.008,8.162,270.056,2.11,0.15,28.61,-80.6,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.791,0,23.959,-9.584,0,0,0.591,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.174,90,13.473,985.697,0.001,339.464,0.012,1.18e5,2.5,4.909,0.214,0.317,6.171e-4
27.315,234.031,234.031,-4.18,4.697,0.01,0.461,-8.616,0.008,8.616,270.053,2.142,0.461,28.61,-80.6,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.791,0,23.959,-9.584,0,0,0.593,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.945,90,13.479,985.802,0.001,339.467,0.012,1.182e5,2.5,4.909,0.213,0.318,6.197e-4
27.528,233.138,233.138,-4.178,4.651,-0.009,0.111,-9.063,0.008,9.063,270.05,2.043,0.111,28.61,-80.6,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.791,0,23.959,-9.584,0,0,0.591,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.996,90,13.485,985.907,0.001,339.471,0.012,1.18e5,2.5,4.909,0.214,0.318,6.123e-4
27.742,232.246,232.246,-4.18,4.642,9.2e-4,0.118,-9.496,0.008,9.496,270.048,2.02,0.118,28.61,-80.6,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.791,0,23.959,-9.584,0,0,0.592,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.97,90,13.49,986.011,0.001,339.474,0.012,1.181e5,2.5,4.909,0.213,0.318,6.109e-4
27.955,231.354,231.354,-4.18,4.631,2.336e-4,0.045,-9.925,0.008,9.925,270.046,1.995,0.045,28.61,-80.6,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.791,0,23.959,-9.584,0,0,0.592,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.976,90,13.496,986.116,0.001,339.478,0.012,1.181e5,2.5,4.909,0.213,0.318,6.091e-4
28.169,230.462,230.462,-4.18,4.627,7.432e-4,0.011,-10.35,0.008,10.35,270.044,1.985,0.011,28.61,-80.6,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.791,0,23.959,-9.584,0,0,0.592,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.99,90,13.502,986.221,0.001,339.481,0.012,1.181e5,2.5,4.909,0.213,0.318,6.084e-4
28.382,229.57,229.57,-4.18,4.628,0.004,0.256,-10.773,0.008,10.773,270.042,1.987,0.256,28.61,-80.6,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.791,0,23.959,-9.584,0,0,0.592,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.878,90,13.508,986.325,0.001,339.485,0.012,1.181e5,2.5,4.909,0.213,0.318,6.086e-4
28.596,228.678,228.678,-4.179,4.604,-0.002,0.028,-11.192,0.008,11.192,270.04,1.933,0.028,28.61,-80.6,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.791,0,23.959,-9.584,0,0,0.592,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.921,90,13.514,986.43,0.001,339.488,0.012,1.181e5,2.5,4.909,0.213,0.318,6.047e-4
28.809,227.786,227.786,-4.179,4.602,0.004,0.249,-11.604,0.008,11.604,270.039,1.927,0.249,28.61,-80.6,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.791,0,23.959,-9.584,0,0,0.592,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.033,90,13.519,986.535,0.001,339.492,0.012,1.181e5,2.5,4.909,0.213,0.318,6.044e-4
29.022,226.894,226.894,-4.178,4.624,0.008,0.451,-12.02,0.008,12.02,270.037,1.98,0.451,28.61,-80.6,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.791,0,23.959,-9.584,0,0,0.593,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.172,90,13.525,986.639,0.001,339.495,0.012,1.182e5,2.5,4.909,0.213,0.318,6.079e-4
29.236,226.003,226.003,-4.177,4.664,-0.007,0.219,-12.453,0.008,12.453,270.036,2.076,0.219,28.61,-80.6,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.791,0,23.959,-9.584,0,0,0.592,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.17,90,13.531,986.744,0.001,339.499,0.012,1.181e5,2.5,4.909,0.213,0.318,6.145e-4
29.449,225.111,225.111,-4.178,4.686,0.002,0.255,-12.901,0.008,12.901,270.035,2.123,0.255,28.61,-80.6,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.791,0,23.959,-9.584,0,0,0.592,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.014,90,13.537,986.848,0.001,339.502,0.012,1.181e5,2.5,4.909,0.213,0.319,6.18e-4
29.663,224.219,224.219,-4.178,4.662,0.012,0.526,-13.348,0.008,13.348,270.033,2.068,0.526,28.61,-80.6,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.791,0,23.959,-9.584,0,0,0.594,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.844,90,13.543,986.953,0.001,339.506,0.012,1.183e5,2.5,4.909,0.213,0.319,6.141e-4
29.876,223.328,223.328,-4.175,4.611,-0.013,0.043,-13.778,0.008,13.778,270.032,1.956,0.04,28.61,-80.6,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.791,0,23.959,-9.584,0,0,0.591,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.939,90,13.548,987.057,0.001,339.509,0.012,1.18e5,2.5,4.909,0.214,0.319,6.059e-4
30.09,222.436,222.436,-4.178,4.61,0.001,0.088,-14.195,0.008,14.195,270.031,1.947,0.088,28.61,-80.6,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.791,0,23.959,-9.584,0,0,0.592,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.91,90,13.554,987.162,0.001,339.513,0.012,1.181e5,2.5,4.909,0.213,0.319,6.057e-4
30.303,221.545,221.545,-4.178,4.601,0.002,0.175,-14.608,0.008,14.608,270.03,1.929,0.175,28.61,-80.6,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.791,0,23.959,-9.584,0,0,0.592,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.003,90,13.56,987.266,0.001,339.516,0.012,1.181e5,2.5,4.909,0.213,0.319,6.043e-4
30.516,220.654,220.654,-4.177,4.617,0.003,0.264,-15.023,0.008,15.023,270.03,1.966,0.264,28.61,-80.6,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.791,0,23.959,-9.584,0,0,0.592,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.079,90,13.566,987.371,0.001,339.52,0.012,1.182e5,2.5,4.909,0.213,0.319,6.068e-4
30.73,219.763,219.763,-4.177,4.641,0.003,0.348,-15.449,0.008,15.449,270.029,2.022,0.348,28.61,-80.6,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.593,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.874,90,13.572,987.476,0.001,339.523,0.012,1.182e5,2.5,4.909,0.213,0.319,6.107e-4
30.943,218.872,218.872,-4.176,4.608,0.002,0.39,-15.872,0.008,15.872,270.028,1.948,0.39,28.61,-80.6,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.593,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.782,90,13.577,987.58,0.001,339.527,0.012,1.182e5,2.5,4.909,0.213,0.319,6.055e-4
31.156,217.981,217.981,-4.176,4.573,0.008,0.545,-16.279,0.008,16.279,270.027,1.865,0.545,28.61,-80.6,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.593,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.097,90,13.583,987.685,0.001,339.53,0.012,1.183e5,2.5,4.909,0.213,0.319,5.998e-4
31.37,217.09,217.09,-4.174,4.62,-0.006,0.399,-16.689,0.008,16.689,270.026,1.981,0.399,28.61,-80.6,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.592,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.811,90,13.589,987.789,0.001,339.534,0.012,1.181e5,2.5,4.909,0.213,0.32,6.075e-4
31.583,216.199,216.199,-4.175,4.585,0.001,0.406,-17.103,0.008,17.103,270.026,1.896,0.406,28.61,-80.6,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.593,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.723,90,13.595,987.894,0.001,339.537,0.012,1.182e5,2.5,4.909,0.213,0.32,6.018e-4
31.797,215.308,215.308,-4.175,4.55,0.006,0.518,-17.498,0.008,17.498,270.025,1.809,0.518,28.61,-80.6,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.593,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.03,90,13.6,987.998,0.001,339.541,0.012,1.183e5,2.5,4.909,0.213,0.32,5.961e-4
32.01,214.417,214.417,-4.174,4.594,-0.013,0.072,-17.896,0.008,17.896,270.025,1.92,0.071,28.61,-80.6,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.591,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.95,90,13.606,988.102,0.001,339.544,0.012,1.181e5,2.5,4.909,0.213,0.32,6.033e-4
32.223,213.526,213.526,-4.176,4.603,0.025,0.696,-18.307,0.008,18.307,270.024,1.935,0.696,28.61,-80.6,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.595,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.231,90,13.612,988.207,0.001,339.548,0.012,1.184e5,2.5,4.909,0.213,0.32,6.046e-4
32.437,212.636,212.636,-4.171,4.662,-0.018,0.332,-18.736,0.008,18.736,270.023,2.083,0.332,28.61,-80.6,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.591,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.225,90,13.618,988.311,0.001,339.551,0.012,1.181e5,2.5,4.909,0.214,0.32,6.144e-4
32.65,211.746,211.746,-4.175,4.698,0.004,0.413,-19.188,0.008,19.188,270.023,2.154,0.413,28.61,-80.6,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.593,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.978,90,13.624,988.416,0.001,339.555,0.012,1.182e5,2.5,4.909,0.213,0.32,6.2e-4
32.863,210.855,210.855,-4.174,4.657,-0.007,0.146,-19.638,0.008,19.638,270.022,2.066,0.146,28.61,-80.6,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.592,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.004,90,13.629,988.52,0.001,339.558,0.012,1.181e5,2.5,4.909,0.213,0.32,6.135e-4
33.077,209.965,209.965,-4.175,4.645,2.819e-4,0.103,-20.076,0.008,20.076,270.022,2.035,0.103,28.61,-80.6,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.592,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.991,90,13.635,988.625,0.001,339.562,0.012,1.182e5,2.5,4.909,0.213,0.32,6.114e-4
33.29,209.074,209.074,-4.175,4.635,0.004,0.262,-20.507,0.008,20.507,270.021,2.013,0.262,28.61,-80.6,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.592,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.901,90,13.641,988.729,0.001,339.565,0.012,1.182e5,2.5,4.909,0.213,0.321,6.099e-4
33.503,208.184,208.184,-4.174,4.61,-0.002,0.088,-20.93,0.008,20.93,270.021,1.957,0.088,28.61,-80.6,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.592,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.995,90,13.647,988.833,0.001,339.569,0.012,1.182e5,2.5,4.909,0.213,0.321,6.059e-4
33.716,207.294,207.294,-4.175,4.619,0.001,0.14,-21.35,0.008,21.35,270.02,1.976,0.14,28.61,-80.6,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.592,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.036,90,13.653,988.938,0.001,339.572,0.012,1.182e5,2.5,4.909,0.213,0.321,6.073e-4
33.93,206.404,206.404,-4.175,4.631,0.014,0.523,-21.774,0.008,21.774,270.02,2.006,0.523,28.61,-80.6,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.594,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.229,90,13.658,989.042,0.001,339.576,0.012,1.183e5,2.5,4.909,0.213,0.321,6.093e-4
34.143,205.514,205.514,-4.172,4.678,-0.012,0.12,-22.213,0.008,22.213,270.019,2.117,0.119,28.61,-80.6,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.591,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.067,90,13.664,989.147,0.001,339.579,0.012,1.181e5,2.5,4.909,0.213,0.321,6.17e-4
34.356,204.624,204.624,-4.174,4.669,0.023,0.665,-22.662,0.008,22.662,270.019,2.092,0.665,28.61,-80.6,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.595,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.375,90,13.67,989.251,0.001,339.583,0.012,1.185e5,2.5,4.909,0.213,0.321,6.154e-4
34.569,203.735,203.735,-4.17,4.73,-0.018,0.258,-23.123,0.008,23.123,270.019,2.233,0.258,28.61,-80.6,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.591,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.124,90,13.676,989.355,0.001,339.586,0.012,1.181e5,2.5,4.909,0.213,0.321,6.254e-4
34.783,202.845,202.845,-4.173,4.708,-0.002,0.1,-23.594,0.007,23.594,270.018,2.178,0.1,28.61,-80.6,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.592,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.221,90,13.682,989.46,0.001,339.59,0.012,1.182e5,2.5,4.909,0.213,0.321,6.217e-4
34.996,201.955,201.955,-4.174,4.718,0.022,0.648,-24.061,0.007,24.061,270.018,2.2,0.648,28.61,-80.6,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.595,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.924,90,13.687,989.564,0.001,339.593,0.012,1.184e5,2.5,4.909,0.213,0.321,6.233e-4
35.209,201.066,201.066,-4.169,4.651,-0.019,0.172,-24.515,0.007,24.515,270.017,2.062,0.17,28.61,-80.6,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.591,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.989,90,13.693,989.668,0.001,339.597,0.012,1.181e5,2.5,4.909,0.213,0.322,6.127e-4
35.422,200.176,200.176,-4.173,4.639,0.001,0.188,-24.951,0.007,24.951,270.017,2.025,0.188,28.61,-80.6,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.592,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.105,90,13.699,989.773,0.001,339.6,0.012,1.182e5,2.5,4.909,0.213,0.322,6.105e-4
35.635,199.287,199.287,-4.173,4.656,0.022,0.67,-25.387,0.007,25.387,270.017,2.065,0.67,28.61,-80.6,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.595,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.781,90,13.705,989.877,0.001,339.604,0.012,1.185e5,2.5,4.909,0.213,0.322,6.133e-4
35.849,198.398,198.398,-4.168,4.59,-0.021,0.119,-25.812,0.007,25.812,270.016,1.922,0.117,28.61,-80.6,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.591,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.973,90,13.71,989.981,0.001,339.607,0.012,1.181e5,2.5,4.909,0.213,0.322,6.029e-4
36.062,197.508,197.508,-4.173,4.605,0.003,0.229,-26.224,0.007,26.224,270.016,1.947,0.229,28.61,-80.6,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.592,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.85,90,13.716,990.086,0.001,339.611,0.012,1.182e5,2.5,4.909,0.213,0.322,6.051e-4
36.275,196.619,196.619,-4.172,4.584,0.006,0.399,-26.634,0.007,26.634,270.016,1.899,0.399,28.61,-80.6,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.593,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.069,90,13.722,990.19,0.001,339.614,0.012,1.183e5,2.5,4.909,0.213,0.322,6.017e-4
36.488,195.73,195.73,-4.171,4.619,-3.544e-4,0.368,-27.048,0.007,27.048,270.016,1.984,0.368,28.61,-80.6,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.592,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.141,90,13.728,990.294,0.001,339.618,0.012,1.183e5,2.5,4.909,0.213,0.322,6.074e-4
36.701,194.841,194.841,-4.171,4.653,-0.005,0.124,-27.479,0.007,27.479,270.015,2.062,0.124,28.61,-80.6,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.592,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.01,90,13.734,990.398,0.001,339.621,0.012,1.182e5,2.5,4.909,0.213,0.322,6.129e-4
36.914,193.952,193.952,-4.172,4.642,0.001,0.145,-27.916,0.007,27.916,270.015,2.036,0.145,28.61,-80.6,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.592,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.098,90,13.739,990.503,0.001,339.625,0.012,1.182e5,2.5,4.909,0.213,0.322,6.112e-4
37.127,193.063,193.063,-4.172,4.656,0.003,0.261,-28.353,0.007,28.353,270.015,2.067,0.26,28.61,-80.6,NaN,NaN,NaN,NaN,60.884,89.98,60.459,12.3,9.526e-4,9.847e-6,9.792,0,23.959,-9.584,0,0,0.592,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.956,90,13.745,990.607,0.001,339.628,0.012,1.183e5,2.5,4.909,0.213,0.323,6.133e-4
